,filename,tick,yaw,pitch,sun_X,sun_Y,moon_X,moon_Y
192,y-80_p-15_t2160.jpg,2160,-80,-15,676,83,0,0
193,y40_p-75_t6720.jpg,6720,40,-75,819,313,0,0
194,y-60_p-30_t12720.jpg,12720,-60,-30,0,0,349,796
195,y140_p-45_t12000.jpg,12000,140,-45,40,753,0,0
196,y20_p-75_t11760.jpg,11760,20,-75,0,0,0,0
197,y120_p-90_t23280.jpg,23280,120,-90,0,0,0,0
198,y120_p15_t20640.jpg,20640,120,15,0,0,0,0
199,y-180_p0_t8880.jpg,8880,-180,0,0,0,0,0
200,y-120_p-60_t11520.jpg,11520,-120,-60,0,0,0,0
201,y-180_p30_t5520.jpg,5520,-180,30,0,0,0,0
202,y100_p-60_t7440.jpg,7440,100,-60,736,277,0,0
203,y60_p-45_t23040.jpg,23040,60,-45,0,0,0,0
204,y-80_p-30_t16800.jpg,16800,-80,-30,0,0,0,0
205,y-100_p-90_t13200.jpg,13200,-100,-90,0,0,0,0
206,y140_p-60_t18720.jpg,18720,140,-60,0,0,644,192
207,y20_p-30_t14640.jpg,14640,20,-30,0,0,0,0
208,y-120_p-90_t23760.jpg,23760,-120,-90,0,0,0,0
209,y-140_p-75_t11280.jpg,11280,-140,-75,0,0,0,0
210,y-120_p30_t17280.jpg,17280,-120,30,0,0,0,0
211,y100_p-60_t3840.jpg,3840,100,-60,0,0,0,0
212,y-160_p0_t7920.jpg,7920,-160,0,0,0,0,0
213,y-160_p-15_t21360.jpg,21360,-160,-15,0,0,0,0
214,y140_p15_t16560.jpg,16560,140,15,0,0,0,0
215,y-140_p-30_t1920.jpg,1920,-140,-30,1263,168,0,0
216,y-160_p-30_t21120.jpg,21120,-160,-30,0,0,0,0
217,y40_p-75_t13440.jpg,13440,40,-75,0,0,0,0
218,y80_p-75_t12240.jpg,12240,80,-75,0,0,0,0
219,y40_p-90_t13680.jpg,13680,40,-90,0,0,0,0
220,y-120_p30_t13920.jpg,13920,-120,30,0,0,0,0
221,y120_p-60_t3120.jpg,3120,120,-60,0,0,0,0
222,y120_p-15_t23760.jpg,23760,120,-15,0,0,0,0
223,y-100_p0_t4080.jpg,4080,-100,0,0,0,0,0
224,y-20_p-15_t21120.jpg,21120,-20,-15,0,0,0,0
225,y60_p-75_t1200.jpg,1200,60,-75,0,0,0,0
226,y-180_p30_t12000.jpg,12000,-180,30,0,0,0,0
227,y140_p-15_t480.jpg,480,140,-15,0,0,0,0
228,y120_p-45_t13200.jpg,13200,120,-45,0,0,0,0
229,y0_p15_t7680.jpg,7680,0,15,0,0,0,0
230,y80_p-90_t16320.jpg,16320,80,-90,0,0,704,80
231,y100_p15_t20160.jpg,20160,100,15,0,0,0,0
232,y-80_p30_t14160.jpg,14160,-80,30,0,0,0,0
233,y-80_p15_t12240.jpg,12240,-80,15,0,0,0,0
234,y140_p-90_t12480.jpg,12480,140,-90,0,0,0,0
235,y40_p-60_t18240.jpg,18240,40,-60,0,0,811,119
236,y-80_p-60_t16560.jpg,16560,-80,-60,0,0,721,387
237,y-180_p0_t240.jpg,240,-180,0,0,0,0,0
238,y-180_p-30_t22320.jpg,22320,-180,-30,0,0,0,0
239,y0_p-75_t9120.jpg,9120,0,-75,1262,267,0,0
240,y20_p15_t10800.jpg,10800,20,15,0,0,0,0
241,y-120_p0_t11040.jpg,11040,-120,0,0,0,0,0
242,y-180_p-45_t22320.jpg,22320,-180,-45,0,0,0,0
243,y120_p15_t19440.jpg,19440,120,15,0,0,0,0
244,y-80_p-90_t8640.jpg,8640,-80,-90,833,68,0,0
245,y160_p-30_t8640.jpg,8640,160,-30,0,0,0,0
246,y160_p0_t22320.jpg,22320,160,0,0,0,0,0
247,y0_p15_t5280.jpg,5280,0,15,0,0,0,0
248,y60_p-90_t23040.jpg,23040,60,-90,0,0,0,0
249,y40_p30_t18240.jpg,18240,40,30,0,0,0,0
250,y20_p-30_t1200.jpg,1200,20,-30,0,0,0,0
251,y0_p-60_t960.jpg,960,0,-60,0,0,0,0
252,y-60_p-60_t4320.jpg,4320,-60,-60,664,280,0,0
253,y120_p-30_t20400.jpg,20400,120,-30,0,0,520,201
254,y140_p-30_t1200.jpg,1200,140,-30,0,0,0,0
255,y-80_p-75_t10800.jpg,10800,-80,-75,0,0,0,0
256,y120_p-60_t17520.jpg,17520,120,-60,0,0,0,0
257,y-160_p-15_t1440.jpg,1440,-160,-15,0,0,0,0
258,y-20_p-30_t12720.jpg,12720,-20,-30,0,0,0,0
259,y-100_p-75_t18960.jpg,18960,-100,-75,0,0,729,39
260,y-100_p-90_t10800.jpg,10800,-100,-90,0,0,0,0
261,y-60_p-60_t8640.jpg,8640,-60,-60,0,0,0,0
262,y160_p-90_t18480.jpg,18480,160,-90,0,0,672,471
263,y120_p-90_t10080.jpg,10080,120,-90,0,0,0,0
264,y100_p-30_t3360.jpg,3360,100,-30,0,0,0,0
265,y100_p-15_t18480.jpg,18480,100,-15,0,0,0,0
266,y-60_p-45_t15120.jpg,15120,-60,-45,0,0,502,461
267,y20_p30_t23280.jpg,23280,20,30,0,0,0,0
268,y20_p-45_t19200.jpg,19200,20,-45,0,0,0,0
269,y20_p-60_t23760.jpg,23760,20,-60,0,0,0,0
270,y140_p30_t7200.jpg,7200,140,30,0,0,0,0
271,y120_p0_t14400.jpg,14400,120,0,0,0,0,0
272,y-40_p-60_t20880.jpg,20880,-40,-60,0,0,0,0
273,y80_p30_t15120.jpg,15120,80,30,0,0,0,0
274,y-40_p30_t23760.jpg,23760,-40,30,0,0,0,0
275,y-20_p30_t6480.jpg,6480,-20,30,0,0,0,0
276,y120_p-75_t9120.jpg,9120,120,-75,558,644,0,0
277,y120_p-75_t12240.jpg,12240,120,-75,0,0,0,0
278,y80_p-15_t15600.jpg,15600,80,-15,0,0,0,0
279,y-120_p0_t9360.jpg,9360,-120,0,0,0,0,0
280,y100_p30_t4320.jpg,4320,100,30,0,0,0,0
281,y-20_p-45_t23520.jpg,23520,-20,-45,0,0,0,0
282,y120_p-30_t12240.jpg,12240,120,-30,379,686,0,0
283,y-180_p0_t13200.jpg,13200,-180,0,0,0,0,0
284,y-180_p-45_t7440.jpg,7440,-180,-45,0,0,0,0
285,y100_p30_t20160.jpg,20160,100,30,0,0,0,0
286,y-60_p15_t23280.jpg,23280,-60,15,385,242,0,0
287,y-60_p-30_t19680.jpg,19680,-60,-30,0,0,0,0
288,y20_p0_t10800.jpg,10800,20,0,0,0,0,0
289,y-40_p-75_t19200.jpg,19200,-40,-75,0,0,986,79
290,y20_p30_t15360.jpg,15360,20,30,0,0,0,0
291,y-20_p-60_t9120.jpg,9120,-20,-60,0,0,0,0
292,y140_p-15_t14400.jpg,14400,140,-15,0,0,0,0
293,y-160_p-60_t14160.jpg,14160,-160,-60,0,0,0,0
294,y-180_p30_t21600.jpg,21600,-180,30,0,0,0,0
295,y-180_p-90_t3600.jpg,3600,-180,-90,1091,438,0,0
296,y120_p-15_t21600.jpg,21600,120,-15,0,0,439,281
297,y-20_p-45_t19200.jpg,19200,-20,-45,0,0,0,0
298,y-180_p-60_t23280.jpg,23280,-180,-60,0,0,0,0
299,y-20_p-90_t22560.jpg,22560,-20,-90,0,0,0,0
300,y100_p-90_t11040.jpg,11040,100,-90,0,0,0,0
301,y-160_p0_t5040.jpg,5040,-160,0,0,0,0,0
302,y-160_p-90_t18240.jpg,18240,-160,-90,0,0,719,419
303,y-160_p-90_t3840.jpg,3840,-160,-90,1034,534,0,0
304,y-20_p-75_t1200.jpg,1200,-20,-75,0,0,0,0
305,y20_p-90_t2640.jpg,2640,20,-90,273,258,0,0
306,y120_p-30_t12960.jpg,12960,120,-30,0,0,0,0
307,y0_p-30_t1440.jpg,1440,0,-30,0,0,0,0
308,y160_p0_t3360.jpg,3360,160,0,0,0,0,0
309,y120_p-15_t20640.jpg,20640,120,-15,0,0,472,53
310,y-60_p-15_t20880.jpg,20880,-60,-15,0,0,0,0
311,y100_p30_t19680.jpg,19680,100,30,0,0,0,0
312,y-20_p-75_t7680.jpg,7680,-20,-75,983,187,0,0
313,y60_p-75_t23040.jpg,23040,60,-75,0,0,0,0
314,y-40_p-45_t9360.jpg,9360,-40,-45,0,0,0,0
315,y-140_p-90_t960.jpg,960,-140,-90,0,0,0,0
316,y-20_p0_t7200.jpg,7200,-20,0,0,0,0,0
317,y120_p0_t21360.jpg,21360,120,0,0,0,406,35
318,y-120_p-90_t2400.jpg,2400,-120,-90,0,0,0,0
319,y160_p0_t8400.jpg,8400,160,0,0,0,0,0
320,y-140_p-90_t17520.jpg,17520,-140,-90,0,0,838,495
321,y-160_p-30_t12480.jpg,12480,-160,-30,0,0,0,0
322,y-80_p-30_t18000.jpg,18000,-80,-30,0,0,0,0
323,y-140_p-30_t18000.jpg,18000,-140,-30,0,0,0,0
324,y-120_p0_t21600.jpg,21600,-120,0,0,0,0,0
325,y160_p30_t3120.jpg,3120,160,30,0,0,0,0
326,y140_p0_t22800.jpg,22800,140,0,0,0,45,345
327,y-140_p-15_t20160.jpg,20160,-140,-15,0,0,0,0
328,y-60_p15_t4800.jpg,4800,-60,15,0,0,0,0
329,y140_p0_t8880.jpg,8880,140,0,0,0,0,0
330,y40_p-45_t12240.jpg,12240,40,-45,1500,768,0,0
331,y120_p-15_t9120.jpg,9120,120,-15,0,0,0,0
332,y-60_p15_t240.jpg,240,-60,15,360,60,0,0
333,y-20_p-90_t12720.jpg,12720,-20,-90,0,0,0,0
334,y160_p-90_t16560.jpg,16560,160,-90,0,0,1052,333
335,y80_p-45_t17760.jpg,17760,80,-45,0,0,0,0
336,y120_p-45_t8640.jpg,8640,120,-45,592,234,0,0
337,y160_p-60_t5520.jpg,5520,160,-60,847,51,0,0
338,y160_p-60_t12960.jpg,12960,160,-60,0,0,0,0
339,y-100_p-15_t23520.jpg,23520,-100,-15,881,557,0,0
340,y-60_p-45_t21600.jpg,21600,-60,-45,0,0,0,0
341,y-80_p-75_t12240.jpg,12240,-80,-75,0,0,0,0
342,y-20_p0_t13200.jpg,13200,-20,0,0,0,0,0
343,y-140_p-30_t19680.jpg,19680,-140,-30,0,0,0,0
344,y-100_p30_t6480.jpg,6480,-100,30,0,0,0,0
345,y-60_p-75_t0.jpg,0,-60,-75,0,0,0,0
346,y160_p30_t17760.jpg,17760,160,30,0,0,0,0
347,y140_p-45_t8400.jpg,8400,140,-45,499,123,0,0
348,y140_p-75_t23040.jpg,23040,140,-75,0,0,0,0
349,y140_p-15_t3840.jpg,3840,140,-15,0,0,0,0
350,y-80_p15_t6720.jpg,6720,-80,15,0,0,0,0
351,y-140_p-60_t20880.jpg,20880,-140,-60,0,0,0,0
352,y-100_p15_t14400.jpg,14400,-100,15,0,0,0,0
353,y120_p30_t22320.jpg,22320,120,30,0,0,0,0
354,y-60_p-75_t23760.jpg,23760,-60,-75,0,0,0,0
355,y-100_p-15_t17520.jpg,17520,-100,-15,0,0,0,0
356,y0_p-60_t10080.jpg,10080,0,-60,1513,119,0,0
357,y-20_p0_t14400.jpg,14400,-20,0,0,0,0,0
358,y20_p-45_t6720.jpg,6720,20,-45,0,0,0,0
359,y100_p15_t2880.jpg,2880,100,15,0,0,0,0
360,y-180_p-45_t18000.jpg,18000,-180,-45,0,0,0,0
361,y0_p-90_t9120.jpg,9120,0,-90,1244,438,0,0
362,y-80_p-60_t15360.jpg,15360,-80,-60,0,0,684,625
363,y60_p30_t6720.jpg,6720,60,30,0,0,0,0
364,y100_p-75_t2400.jpg,2400,100,-75,0,0,0,0
365,y120_p15_t12240.jpg,12240,120,15,373,161,0,0
366,y80_p-90_t0.jpg,0,80,-90,0,0,0,0
367,y0_p-45_t17520.jpg,17520,0,-45,0,0,0,0
368,y120_p-15_t19200.jpg,19200,120,-15,0,0,0,0
369,y-120_p-90_t9840.jpg,9840,-120,-90,0,0,0,0
370,y0_p-75_t12960.jpg,12960,0,-75,0,0,0,0
371,y20_p0_t15120.jpg,15120,20,0,0,0,0,0
372,y160_p0_t960.jpg,960,160,0,0,0,0,0
373,y-100_p-90_t15840.jpg,15840,-100,-90,0,0,0,0
374,y-160_p-30_t22320.jpg,22320,-160,-30,0,0,0,0
375,y-40_p30_t2160.jpg,2160,-40,30,0,0,0,0
376,y40_p-90_t17520.jpg,17520,40,-90,0,0,696,379
377,y40_p-75_t2880.jpg,2880,40,-75,0,0,0,0
378,y120_p30_t12720.jpg,12720,120,30,337,46,0,0
379,y-120_p-75_t4560.jpg,4560,-120,-75,852,421,0,0
380,y140_p0_t17280.jpg,17280,140,0,0,0,0,0
381,y-40_p0_t14880.jpg,14880,-40,0,0,0,0,0
382,y-60_p15_t19680.jpg,19680,-60,15,0,0,0,0
383,y-180_p-90_t22320.jpg,22320,-180,-90,0,0,0,0
384,y80_p-75_t0.jpg,0,80,-75,0,0,0,0
385,y40_p15_t4320.jpg,4320,40,15,0,0,0,0
386,y80_p-30_t12960.jpg,12960,80,-30,0,0,0,0
387,y-60_p-30_t8880.jpg,8880,-60,-30,0,0,0,0
388,y-40_p15_t2640.jpg,2640,-40,15,0,0,0,0
389,y60_p-75_t15840.jpg,15840,60,-75,0,0,0,0
390,y-80_p-30_t3840.jpg,3840,-80,-30,712,24,0,0
391,y40_p-30_t21840.jpg,21840,40,-30,0,0,1408,422
392,y100_p-90_t3120.jpg,3120,100,-90,838,47,0,0
393,y-160_p-45_t15600.jpg,15600,-160,-45,0,0,1359,108
394,y160_p-90_t22320.jpg,22320,160,-90,0,0,0,0
395,y40_p-60_t16800.jpg,16800,40,-60,0,0,0,0
396,y140_p-30_t17760.jpg,17760,140,-30,0,0,0,0
397,y120_p-60_t8640.jpg,8640,120,-60,601,406,0,0
398,y80_p-60_t3840.jpg,3840,80,-60,0,0,0,0
399,y-60_p-30_t14640.jpg,14640,-60,-30,0,0,467,392
400,y-40_p-90_t18960.jpg,18960,-40,-90,0,0,923,309
401,y-100_p-60_t13200.jpg,13200,-100,-60,0,0,0,0
402,y-140_p30_t11040.jpg,11040,-140,30,0,0,0,0
403,y-60_p-15_t2160.jpg,2160,-60,-15,479,48,0,0
404,y-40_p30_t0.jpg,0,-40,30,0,0,0,0
405,y40_p0_t1680.jpg,1680,40,0,0,0,0,0
406,y40_p-60_t4320.jpg,4320,40,-60,0,0,0,0
407,y-60_p0_t4320.jpg,4320,-60,0,0,0,0,0
408,y-180_p30_t14160.jpg,14160,-180,30,0,0,0,0
409,y-180_p15_t15120.jpg,15120,-180,15,0,0,0,0
410,y20_p0_t6000.jpg,6000,20,0,0,0,0,0
411,y100_p-75_t8640.jpg,8640,100,-75,709,610,0,0
412,y80_p-60_t20640.jpg,20640,80,-60,0,0,852,634
413,y120_p-90_t22800.jpg,22800,120,-90,0,0,0,0
414,y20_p-60_t14640.jpg,14640,20,-60,0,0,0,0
415,y120_p0_t4080.jpg,4080,120,0,0,0,0,0
416,y40_p-15_t1440.jpg,1440,40,-15,0,0,0,0
417,y20_p30_t1200.jpg,1200,20,30,0,0,0,0
418,y140_p-90_t10800.jpg,10800,140,-90,0,0,0,0
419,y-180_p-30_t4320.jpg,4320,-180,-30,0,0,0,0
